tweets_t0,tweets_t1,tweets_t2,tweets_t3,tweets_t4,vaccs_t0,vaccs_t1,vaccs_t2,vaccs_t3,vaccs_t4,ili_t0,ili_t1,ili_t2,ili_t3,ili_t4
576.0,524.0,521.0,370.0,405.0,0.384471185984,0.266871210502,0.168429848928,0.624760212947,0.205538220121,522.0,-1000000000.0,-1000000000.0,-1000000000.0,447.0
524.0,521.0,370.0,405.0,334.0,0.266871210502,0.168429848928,0.624760212947,0.205538220121,0.0900146778032,-1000000000.0,-1000000000.0,-1000000000.0,447.0,484.0
521.0,370.0,405.0,334.0,325.0,0.168429848928,0.624760212947,0.205538220121,0.0900146778032,0.0,-1000000000.0,-1000000000.0,447.0,484.0,450.0
370.0,405.0,334.0,325.0,1288.0,0.624760212947,0.205538220121,0.0900146778032,0.0,0.0,-1000000000.0,447.0,484.0,450.0,390.0
405.0,334.0,325.0,1288.0,444.0,0.205538220121,0.0900146778032,0.0,0.0,0.0,447.0,484.0,450.0,390.0,395.0
334.0,325.0,1288.0,444.0,414.0,0.0900146778032,0.0,0.0,0.0,0.0,484.0,450.0,390.0,395.0,377.0
325.0,1288.0,444.0,414.0,533.0,0.0,0.0,0.0,0.0,0.0,450.0,390.0,395.0,377.0,370.0
1288.0,444.0,414.0,533.0,491.0,0.0,0.0,0.0,0.0,0.0,390.0,395.0,377.0,370.0,363.0
444.0,414.0,533.0,491.0,409.0,0.0,0.0,0.0,0.0,0.0,395.0,377.0,370.0,363.0,358.0
414.0,533.0,491.0,409.0,354.0,0.0,0.0,0.0,0.0,0.0,377.0,370.0,363.0,358.0,325.0
533.0,491.0,409.0,354.0,313.0,0.0,0.0,0.0,0.0,0.0,370.0,363.0,358.0,325.0,308.0
491.0,409.0,354.0,313.0,481.0,0.0,0.0,0.0,0.0,0.0,363.0,358.0,325.0,308.0,310.0
