tweets_t0,tweets_t1,tweets_t2,tweets_t3,tweets_t4,vaccs_t0,vaccs_t1,vaccs_t2,vaccs_t3,vaccs_t4,ili_t0,ili_t1,ili_t2,ili_t3,ili_t4
310.0,418.0,421.0,351.0,234.0,0.429011771492,0.588136884331,0.434288762569,0.328463335931,0.180427713092,168.0,190.0,154.0,-1000000000.0,-1000000000.0
418.0,421.0,351.0,234.0,210.0,0.588136884331,0.434288762569,0.328463335931,0.180427713092,0.206941027223,190.0,154.0,-1000000000.0,-1000000000.0,-1000000000.0
421.0,351.0,234.0,210.0,267.0,0.434288762569,0.328463335931,0.180427713092,0.206941027223,0.111258570392,154.0,-1000000000.0,-1000000000.0,-1000000000.0,101.0
351.0,234.0,210.0,267.0,158.0,0.328463335931,0.180427713092,0.206941027223,0.111258570392,0.0878170115126,-1000000000.0,-1000000000.0,-1000000000.0,101.0,75.0
234.0,210.0,267.0,158.0,102.0,0.180427713092,0.206941027223,0.111258570392,0.0878170115126,0.0111739914399,-1000000000.0,-1000000000.0,101.0,75.0,71.0
210.0,267.0,158.0,102.0,243.0,0.206941027223,0.111258570392,0.0878170115126,0.0111739914399,0.0,-1000000000.0,101.0,75.0,71.0,76.0
267.0,158.0,102.0,243.0,133.0,0.111258570392,0.0878170115126,0.0111739914399,0.0,0.0,101.0,75.0,71.0,76.0,72.0
158.0,102.0,243.0,133.0,271.0,0.0878170115126,0.0111739914399,0.0,0.0,0.0,75.0,71.0,76.0,72.0,66.0
102.0,243.0,133.0,271.0,120.0,0.0111739914399,0.0,0.0,0.0,0.0,71.0,76.0,72.0,66.0,78.0
243.0,133.0,271.0,120.0,153.0,0.0,0.0,0.0,0.0,0.0,76.0,72.0,66.0,78.0,85.0
133.0,271.0,120.0,153.0,148.0,0.0,0.0,0.0,0.0,0.0,72.0,66.0,78.0,85.0,60.0
271.0,120.0,153.0,148.0,176.0,0.0,0.0,0.0,0.0,0.0,66.0,78.0,85.0,60.0,60.0
120.0,153.0,148.0,176.0,142.0,0.0,0.0,0.0,0.0,0.0,78.0,85.0,60.0,60.0,58.0
153.0,148.0,176.0,142.0,164.0,0.0,0.0,0.0,0.0,0.0,85.0,60.0,60.0,58.0,48.0
