tweets_t0,tweets_t1,tweets_t2,tweets_t3,tweets_t4,vaccs_t0,vaccs_t1,vaccs_t2,vaccs_t3,vaccs_t4,ili_t0,ili_t1,ili_t2,ili_t3,ili_t4
134.0,139.0,157.0,195.0,144.0,109.46950573,82.9116367006,70.0538345777,27.338473356,46.2552055981,620.0,600.0,660.0,770.0,800.0
139.0,157.0,195.0,144.0,210.0,82.9116367006,70.0538345777,27.338473356,46.2552055981,47.7613765595,600.0,660.0,770.0,800.0,750.0
157.0,195.0,144.0,210.0,269.0,70.0538345777,27.338473356,46.2552055981,47.7613765595,44.8802397663,660.0,770.0,800.0,750.0,630.0
195.0,144.0,210.0,269.0,178.0,27.338473356,46.2552055981,47.7613765595,44.8802397663,25.78581769,770.0,800.0,750.0,630.0,550.0
144.0,210.0,269.0,178.0,156.0,46.2552055981,47.7613765595,44.8802397663,25.78581769,11.5771901376,800.0,750.0,630.0,550.0,-1000000000.0
210.0,269.0,178.0,156.0,128.0,47.7613765595,44.8802397663,25.78581769,11.5771901376,10.9170548601,750.0,630.0,550.0,-1000000000.0,-1000000000.0
269.0,178.0,156.0,128.0,127.0,44.8802397663,25.78581769,11.5771901376,10.9170548601,6.44748051537,630.0,550.0,-1000000000.0,-1000000000.0,-1000000000.0
178.0,156.0,128.0,127.0,83.0,25.78581769,11.5771901376,10.9170548601,6.44748051537,5.24668373101,550.0,-1000000000.0,-1000000000.0,-1000000000.0,-1000000000.0
156.0,128.0,127.0,83.0,68.0,11.5771901376,10.9170548601,6.44748051537,5.24668373101,3.10777369046,-1000000000.0,-1000000000.0,-1000000000.0,-1000000000.0,360.0
128.0,127.0,83.0,68.0,47.0,10.9170548601,6.44748051537,5.24668373101,3.10777369046,2.24525569167,-1000000000.0,-1000000000.0,-1000000000.0,360.0,310.0
127.0,83.0,68.0,47.0,35.0,6.44748051537,5.24668373101,3.10777369046,2.24525569167,1.86265624346,-1000000000.0,-1000000000.0,360.0,310.0,330.0
83.0,68.0,47.0,35.0,35.0,5.24668373101,3.10777369046,2.24525569167,1.86265624346,2.02213308432,-1000000000.0,360.0,310.0,330.0,270.0
68.0,47.0,35.0,35.0,714.0,3.10777369046,2.24525569167,1.86265624346,2.02213308432,1.52130581165,360.0,310.0,330.0,270.0,230.0
47.0,35.0,35.0,714.0,30.0,2.24525569167,1.86265624346,2.02213308432,1.52130581165,1.06986058806,310.0,330.0,270.0,230.0,230.0
35.0,35.0,714.0,30.0,41.0,1.86265624346,2.02213308432,1.52130581165,1.06986058806,0.46299749855,330.0,270.0,230.0,230.0,230.0
35.0,714.0,30.0,41.0,33.0,2.02213308432,1.52130581165,1.06986058806,0.46299749855,0.398639724884,270.0,230.0,230.0,230.0,220.0
714.0,30.0,41.0,33.0,28.0,1.52130581165,1.06986058806,0.46299749855,0.398639724884,0.202460636436,230.0,230.0,230.0,220.0,220.0
30.0,41.0,33.0,28.0,23.0,1.06986058806,0.46299749855,0.398639724884,0.202460636436,0.339092534412,230.0,230.0,220.0,220.0,-1000000000.0
41.0,33.0,28.0,23.0,18.0,0.46299749855,0.398639724884,0.202460636436,0.339092534412,0.153046988027,230.0,220.0,220.0,-1000000000.0,-1000000000.0
33.0,28.0,23.0,18.0,20.0,0.398639724884,0.202460636436,0.339092534412,0.153046988027,0.125730890832,220.0,220.0,-1000000000.0,-1000000000.0,-1000000000.0
28.0,23.0,18.0,20.0,18.0,0.202460636436,0.339092534412,0.153046988027,0.125730890832,0.192272941769,220.0,-1000000000.0,-1000000000.0,-1000000000.0,
23.0,18.0,20.0,18.0,17.0,0.339092534412,0.153046988027,0.125730890832,0.192272941769,0.178782553202,-1000000000.0,-1000000000.0,-1000000000.0,,
18.0,20.0,18.0,17.0,16.0,0.153046988027,0.125730890832,0.192272941769,0.178782553202,0.0199105429205,-1000000000.0,-1000000000.0,,,
20.0,18.0,17.0,16.0,75.0,0.125730890832,0.192272941769,0.178782553202,0.0199105429205,0.0,-1000000000.0,,,,
18.0,17.0,16.0,75.0,20.0,0.192272941769,0.178782553202,0.0199105429205,0.0,0.0,,,,,
17.0,16.0,75.0,20.0,23.0,0.178782553202,0.0199105429205,0.0,0.0,0.0,,,,,
16.0,75.0,20.0,23.0,22.0,0.0199105429205,0.0,0.0,0.0,0.0,,,,,
75.0,20.0,23.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,
20.0,23.0,22.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,
23.0,22.0,10.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,
22.0,10.0,17.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,
10.0,17.0,19.0,15.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,
